t,success,mid,pmt,pg,sub_type,hr,bank,isFailed,failure_rate
1,1,urbanclap,CARD,PAYTM,,2020-02-14 13,Bank of India,FALSE,0
6,6,urbanclap,CARD,PAYTM,,2020-02-14 04,Bank of India,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-14 01,Bank of India,FALSE,0
2,1,purplle.com,CARD,PAYTM,,2020-02-14 16,Bank of India,TRUE,0.5
3,2,countrydelight,CARD,PAYU,,2020-02-14 12,Bank of India,TRUE,0.333333333
1,1,zivame,CARD,HDFC,,2020-02-14 11,Bank of India,FALSE,0
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 01,Bank of India,FALSE,0
2,2,zivame,CARD,HDFC,,2020-02-14 13,Bank of India,FALSE,0
7,3,drivezy,CARD,GOCASHFREE,,2020-02-13 09,Bank of India,TRUE,0.571428571
1,0,fanfight,CARD,RAZORPAY,,2020-02-13 00,Bank of India,TRUE,1
5,4,pharmeasytech,CARD,PAYU,,2020-02-13 08,Bank of India,TRUE,0.2
2,1,medlife_prod,CARD,TPSL,,2020-02-13 02,Bank of India,TRUE,0.5
1,1,countrydelight,CARD,PAYU,,2020-02-13 02,Bank of India,FALSE,0
2,2,fanfight,CARD,RAZORPAY,,2020-02-13 10,Bank of India,FALSE,0
2,2,zivame,CARD,PAYU,,2020-02-13 13,Bank of India,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-13 18,Bank of India,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-13 17,Bank of India,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 23,Bank of India,FALSE,0
2,1,zivame,CARD,HDFC,,2020-02-14 04,Bank of India,TRUE,0.5
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 16,Bank of India,FALSE,0
4,4,zivame,CARD,HDFC,,2020-02-14 15,Bank of India,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-14 18,Bank of India,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-12 01,Bank of India,FALSE,0
6,5,pharmeasytech,CARD,PAYU,,2020-02-12 06,Bank of India,TRUE,0.166666667
3,2,fanfight,CARD,RAZORPAY,,2020-02-12 12,Bank of India,TRUE,0.333333333
1,1,countrydelight,CARD,PAYU,,2020-02-12 10,Bank of India,FALSE,0
3,3,pharmeasytech,CARD,PAYU,,2020-02-12 13,Bank of India,FALSE,0
4,1,pharmeasytech,CARD,PAYU,,2020-02-12 04,Bank of India,TRUE,0.75
6,1,fanfight,CARD,RAZORPAY,,2020-02-12 06,Bank of India,TRUE,0.833333333
2,2,countrydelight,CARD,PAYU,,2020-02-12 11,Bank of India,FALSE,0
3,3,pharmeasytech,CARD,PAYU,,2020-02-12 09,Bank of India,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 16,Bank of India,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-12 17,Bank of India,FALSE,0
1,0,zivame,CARD,HDFC,,2020-02-12 17,Bank of India,TRUE,1
4,4,pharmeasytech,CARD,PAYU,,2020-02-14 07,Bank of India,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 16,Bank of India,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 22,Bank of India,FALSE,0
7,4,pharmeasytech,CARD,PAYU,,2020-02-13 03,Bank of India,TRUE,0.428571429
2,2,purplle.com,CARD,PAYTM,,2020-02-13 04,Bank of India,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-13 15,Bank of India,FALSE,0
3,3,pharmeasytech,CARD,PAYU,,2020-02-12 05,Bank of India,FALSE,0
2,2,medlife_prod,CARD,TPSL,,2020-02-12 03,Bank of India,FALSE,0
3,2,fanfight,CARD,RAZORPAY,,2020-02-12 05,Bank of India,TRUE,0.333333333
2,2,zivame,CARD,HDFC,,2020-02-12 10,Bank of India,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-12 06,Bank of India,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-12 12,Bank of India,FALSE,0
2,1,fanfight,CARD,GOCASHFREE,,2020-02-12 01,Bank of India,TRUE,0.5
2,2,purplle.com,CARD,PAYTM,,2020-02-12 08,Bank of India,FALSE,0
4,1,urbanclap,CARD,PAYTM,,2020-02-12 05,Bank of India,TRUE,0.75
2,2,fanfight,CARD,RAZORPAY,,2020-02-12 04,Bank of India,FALSE,0
2,2,medlife_prod,CARD,TPSL,,2020-02-12 04,Bank of India,FALSE,0
2,1,urbanclap,CARD,PAYTM,,2020-02-12 15,Bank of India,TRUE,0.5
3,1,medlife_prod,CARD,TPSL,,2020-02-12 13,Bank of India,TRUE,0.666666667
1,1,zivame,CARD,HDFC,,2020-02-13 19,Bank of India,FALSE,0
2,2,fanfight,CARD,RAZORPAY,,2020-02-12 09,Bank of India,FALSE,0
4,3,fanfight,CARD,RAZORPAY,,2020-02-12 13,Bank of India,TRUE,0.25
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 08,Bank of India,FALSE,0
2,1,countrydelight,CARD,PAYU,,2020-02-12 16,Bank of India,TRUE,0.5
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 14,Bank of India,FALSE,0
2,2,urbanclap,CARD,PAYTM,,2020-02-13 05,Bank of India,FALSE,0
2,2,fanfight,CARD,RAZORPAY,,2020-02-13 04,Bank of India,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-13 13,Bank of India,FALSE,0
4,3,urbanclap,CARD,PAYTM,,2020-02-13 06,Bank of India,TRUE,0.25
2,2,medlife_prod,CARD,TPSL,,2020-02-13 06,Bank of India,FALSE,0
6,5,pharmeasytech,CARD,PAYU,,2020-02-13 15,Bank of India,TRUE,0.166666667
1,1,countrydelight,CARD,PAYU,,2020-02-13 05,Bank of India,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-13 12,Bank of India,FALSE,0
6,1,drivezy,CARD,GOCASHFREE,,2020-02-13 16,Bank of India,TRUE,0.833333333
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 19,Bank of India,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-14 02,Bank of India,FALSE,0
2,1,pharmeasytech,CARD,PAYU,,2020-02-14 03,Bank of India,TRUE,0.5
1,1,urbanclap,CARD,PAYTM,,2020-02-13 02,Bank of India,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-13 10,Bank of India,FALSE,0
2,2,countrydelight,CARD,PAYU,,2020-02-13 12,Bank of India,FALSE,0
2,1,zivame,CARD,HDFC,,2020-02-13 04,Bank of India,TRUE,0.5
1,0,zivame,CARD,PAYU,,2020-02-13 17,Bank of India,TRUE,1
1,1,medlife_prod,CARD,TPSL,,2020-02-13 16,Bank of India,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-14 15,Bank of India,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-14 15,Bank of India,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 19,Bank of India,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-13 12,Bank of India,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-13 16,Bank of India,FALSE,0
2,2,urbanclap,CARD,PAYTM,,2020-02-13 14,Bank of India,FALSE,0
1,0,zivame,CARD,PAYU,,2020-02-13 15,Bank of India,TRUE,1
1,1,zivame,CARD,HDFC,,2020-02-13 10,Bank of India,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-13 16,Bank of India,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 04,Bank of India,FALSE,0
3,1,drivezy,CARD,GOCASHFREE,,2020-02-12 16,Bank of India,TRUE,0.666666667
1,1,countrydelight,CARD,PAYU,,2020-02-13 08,Bank of India,FALSE,0
2,1,drivezy,CARD,GOCASHFREE,,2020-02-12 05,Bank of India,TRUE,0.5
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 14,Bank of India,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-14 15,Bank of India,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-12 13,Bank of India,FALSE,0
3,2,pharmeasytech,CARD,PAYU,,2020-02-14 03,IndusInd Bank,TRUE,0.333333333
4,4,medlife_prod,CARD,TPSL,,2020-02-14 10,IndusInd Bank,FALSE,0
2,2,medlife_prod,CARD,TPSL,,2020-02-14 08,IndusInd Bank,FALSE,0
3,3,fanfight,CARD,RAZORPAY,,2020-02-14 10,IndusInd Bank,FALSE,0
2,1,purplle.com,CARD,PAYTM,,2020-02-14 13,IndusInd Bank,TRUE,0.5
5,3,urbanclap,CARD,PAYTM,,2020-02-14 05,IndusInd Bank,TRUE,0.4
4,3,pharmeasytech,CARD,PAYU,,2020-02-14 15,IndusInd Bank,TRUE,0.25
2,1,urbanclap,CARD,PAYTM,,2020-02-14 16,IndusInd Bank,TRUE,0.5
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 17,IndusInd Bank,FALSE,0
2,2,zivame,CARD,HDFC,,2020-02-14 18,IndusInd Bank,FALSE,0
2,2,urbanclap,CARD,PAYTM,,2020-02-12 09,IndusInd Bank,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 02,IndusInd Bank,FALSE,0
4,4,pharmeasytech,CARD,PAYU,,2020-02-12 07,IndusInd Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-12 16,IndusInd Bank,FALSE,0
3,2,pharmeasytech,CARD,PAYU,,2020-02-14 04,IndusInd Bank,TRUE,0.333333333
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 09,IndusInd Bank,FALSE,0
3,2,drivezy,CARD,GOCASHFREE,,2020-02-14 15,IndusInd Bank,TRUE,0.333333333
2,2,drivezy,CARD,RAZORPAY,,2020-02-14 15,IndusInd Bank,FALSE,0
1,0,urbanclap,CARD,PAYTM,,2020-02-14 17,IndusInd Bank,TRUE,1
2,2,countrydelight,CARD,PAYU,,2020-02-14 08,IndusInd Bank,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-14 14,IndusInd Bank,FALSE,0
3,3,pharmeasytech,CARD,PAYU,,2020-02-14 09,IndusInd Bank,FALSE,0
4,4,countrydelight,CARD,PAYU,,2020-02-14 16,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 08,IndusInd Bank,FALSE,0
4,2,medlife_prod,CARD,TPSL,,2020-02-13 03,IndusInd Bank,TRUE,0.5
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 15,IndusInd Bank,FALSE,0
4,4,medlife_prod,CARD,TPSL,,2020-02-12 11,IndusInd Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 21,IndusInd Bank,FALSE,0
3,3,urbanclap,CARD,PAYTM,,2020-02-12 06,IndusInd Bank,FALSE,0
9,9,pharmeasytech,CARD,PAYU,,2020-02-12 06,IndusInd Bank,FALSE,0
3,3,urbanclap,CARD,PAYTM,,2020-02-12 12,IndusInd Bank,FALSE,0
3,1,countrydelight,CARD,PAYU,,2020-02-14 04,IndusInd Bank,TRUE,0.666666667
1,1,purplle.com,CARD,PAYTM,,2020-02-14 16,IndusInd Bank,FALSE,0
4,4,medlife_prod,CARD,TPSL,,2020-02-13 05,IndusInd Bank,FALSE,0
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 13,IndusInd Bank,FALSE,0
2,2,medlife_prod,CARD,TPSL,,2020-02-13 13,IndusInd Bank,FALSE,0
6,5,medlife_prod,CARD,TPSL,,2020-02-13 09,IndusInd Bank,TRUE,0.166666667
1,1,urbanclap,CARD,PAYTM,,2020-02-13 10,IndusInd Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-13 10,IndusInd Bank,FALSE,0
4,3,medlife_prod,CARD,TPSL,,2020-02-13 07,IndusInd Bank,TRUE,0.25
1,1,countrydelight,CARD,PAYU,,2020-02-13 03,IndusInd Bank,FALSE,0
2,1,zivame,CARD,HDFC,,2020-02-13 18,IndusInd Bank,TRUE,0.5
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 07,IndusInd Bank,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-12 08,IndusInd Bank,FALSE,0
2,2,countrydelight,CARD,PAYU,,2020-02-12 05,IndusInd Bank,FALSE,0
2,2,medlife_prod,CARD,TPSL,,2020-02-12 16,IndusInd Bank,FALSE,0
4,4,urbanclap,CARD,PAYTM,,2020-02-12 10,IndusInd Bank,FALSE,0
3,2,countrydelight,CARD,PAYU,,2020-02-13 04,IndusInd Bank,TRUE,0.333333333
3,3,countrydelight,CARD,PAYU,,2020-02-13 15,IndusInd Bank,FALSE,0
2,2,countrydelight,CARD,PAYU,,2020-02-13 17,IndusInd Bank,FALSE,0
4,3,urbanclap,CARD,PAYTM,,2020-02-13 14,IndusInd Bank,TRUE,0.25
3,1,zivame,CARD,HDFC,,2020-02-12 08,IndusInd Bank,TRUE,0.666666667
4,2,pharmeasytech,CARD,PAYU,,2020-02-12 14,IndusInd Bank,TRUE,0.5
2,2,fanfight,CARD,RAZORPAY,,2020-02-12 15,IndusInd Bank,FALSE,0
3,2,medlife_prod,CARD,TPSL,,2020-02-12 13,IndusInd Bank,TRUE,0.333333333
4,3,pharmeasytech,CARD,PAYU,,2020-02-13 05,IndusInd Bank,TRUE,0.25
1,1,purplle.com,CARD,PAYTM,,2020-02-13 09,IndusInd Bank,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-13 11,IndusInd Bank,FALSE,0
2,2,zivame,CARD,HDFC,,2020-02-12 14,IndusInd Bank,FALSE,0
3,3,medlife_prod,CARD,TPSL,,2020-02-14 15,IndusInd Bank,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-12 11,IndusInd Bank,FALSE,0
1,0,drivezy,CARD,GOCASHFREE,,2020-02-12 09,IndusInd Bank,TRUE,1
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 06,IndusInd Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-12 04,IndusInd Bank,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-12 14,IndusInd Bank,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-14 04,IndusInd Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 14,IndusInd Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-14 22,IndusInd Bank,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-13 03,IndusInd Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-13 14,IndusInd Bank,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 11,IndusInd Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-13 04,IndusInd Bank,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-13 09,IndusInd Bank,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-13 21,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 14,IndusInd Bank,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-12 05,IndusInd Bank,FALSE,0
1,1,urbanclap,CARD,PAYU,,2020-02-12 12,IndusInd Bank,FALSE,0
3,3,medlife_prod,CARD,TPSL,,2020-02-14 04,IndusInd Bank,FALSE,0
3,3,medlife_prod,CARD,TPSL,,2020-02-14 07,IndusInd Bank,FALSE,0
2,2,countrydelight,CARD,PAYU,,2020-02-14 15,IndusInd Bank,FALSE,0
4,4,pharmeasytech,CARD,PAYU,,2020-02-14 06,IndusInd Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-14 14,IndusInd Bank,FALSE,0
2,1,drivezy,CARD,GOCASHFREE,,2020-02-14 20,IndusInd Bank,TRUE,0.5
5,5,pharmeasytech,CARD,PAYU,,2020-02-14 05,IndusInd Bank,FALSE,0
5,4,fanfight,CARD,RAZORPAY,,2020-02-14 14,IndusInd Bank,TRUE,0.2
1,1,urbanclap,CARD,PAYTM,,2020-02-14 18,IndusInd Bank,FALSE,0
4,4,medlife_prod,CARD,TPSL,,2020-02-14 13,IndusInd Bank,FALSE,0
6,5,urbanclap,CARD,PAYTM,,2020-02-14 14,IndusInd Bank,TRUE,0.166666667
1,1,medlife_prod,CARD,TPSL,,2020-02-12 02,IndusInd Bank,FALSE,0
6,4,medlife_prod,CARD,TPSL,,2020-02-12 06,IndusInd Bank,TRUE,0.333333333
5,5,medlife_prod,CARD,TPSL,,2020-02-12 03,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 08,IndusInd Bank,FALSE,0
3,3,urbanclap,CARD,PAYTM,,2020-02-12 05,IndusInd Bank,FALSE,0
1,0,drivezy,CARD,GOCASHFREE,,2020-02-12 11,IndusInd Bank,TRUE,1
2,1,drivezy,CARD,RAZORPAY,,2020-02-12 15,IndusInd Bank,TRUE,0.5
2,1,pharmeasytech,CARD,PAYU,,2020-02-12 18,IndusInd Bank,TRUE,0.5
3,3,urbanclap,CARD,PAYTM,,2020-02-14 11,IndusInd Bank,FALSE,0
1,1,urbanclap,CARD,PAYU,,2020-02-14 05,IndusInd Bank,FALSE,0
5,5,urbanclap,CARD,PAYTM,,2020-02-14 07,IndusInd Bank,FALSE,0
3,2,urbanclap,CARD,PAYTM,,2020-02-14 02,IndusInd Bank,TRUE,0.333333333
2,2,countrydelight,CARD,PAYU,,2020-02-14 10,IndusInd Bank,FALSE,0
3,2,urbanclap,CARD,PAYTM,,2020-02-14 03,IndusInd Bank,TRUE,0.333333333
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 07,IndusInd Bank,FALSE,0
3,2,pharmeasytech,CARD,PAYU,,2020-02-13 07,IndusInd Bank,TRUE,0.333333333
2,0,purplle.com,CARD,PAYTM,,2020-02-13 17,IndusInd Bank,TRUE,1
1,1,countrydelight,CARD,PAYU,,2020-02-14 11,IndusInd Bank,FALSE,0
2,2,medlife_prod,CARD,TPSL,,2020-02-14 05,IndusInd Bank,FALSE,0
3,3,fanfight,CARD,RAZORPAY,,2020-02-14 15,IndusInd Bank,FALSE,0
2,2,drivezy,CARD,GOCASHFREE,,2020-02-12 06,IndusInd Bank,FALSE,0
3,3,zivame,CARD,HDFC,,2020-02-12 07,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 12,IndusInd Bank,FALSE,0
2,2,urbanclap,CARD,PAYTM,,2020-02-12 02,IndusInd Bank,FALSE,0
2,1,purplle.com,CARD,PAYTM,,2020-02-12 05,IndusInd Bank,TRUE,0.5
5,5,countrydelight,CARD,PAYU,,2020-02-12 17,IndusInd Bank,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 03,IndusInd Bank,FALSE,0
3,1,zivame,CARD,HDFC,,2020-02-14 13,IndusInd Bank,TRUE,0.666666667
1,1,purplle.com,CARD,PAYTM,,2020-02-13 08,IndusInd Bank,FALSE,0
2,2,countrydelight,CARD,PAYU,,2020-02-13 00,IndusInd Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 03,IndusInd Bank,FALSE,0
2,2,countrydelight,CARD,PAYU,,2020-02-13 05,IndusInd Bank,FALSE,0
7,6,pharmeasytech,CARD,PAYU,,2020-02-13 06,IndusInd Bank,TRUE,0.142857143
3,2,urbanclap,CARD,PAYTM,,2020-02-13 12,IndusInd Bank,TRUE,0.333333333
7,2,medlife_prod,CARD,TPSL,,2020-02-13 10,IndusInd Bank,TRUE,0.714285714
2,1,medlife_prod,CARD,TPSL,,2020-02-13 15,IndusInd Bank,TRUE,0.5
2,2,fanfight,CARD,RAZORPAY,,2020-02-13 14,IndusInd Bank,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-12 01,IndusInd Bank,FALSE,0
2,2,medlife_prod,CARD,TPSL,,2020-02-12 15,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 17,IndusInd Bank,FALSE,0
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 03,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 08,IndusInd Bank,FALSE,0
2,1,drivezy,CARD,GOCASHFREE,,2020-02-12 16,IndusInd Bank,TRUE,0.5
3,2,purplle.com,CARD,PAYTM,,2020-02-13 16,IndusInd Bank,TRUE,0.333333333
5,4,urbanclap,CARD,PAYTM,,2020-02-13 07,IndusInd Bank,TRUE,0.2
2,2,urbanclap,CARD,PAYTM,,2020-02-13 16,IndusInd Bank,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-12 02,IndusInd Bank,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-12 10,IndusInd Bank,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-12 16,IndusInd Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 15,IndusInd Bank,FALSE,0
2,2,medlife_prod,CARD,TPSL,,2020-02-12 12,IndusInd Bank,FALSE,0
1,0,fanfight,CARD,RAZORPAY,,2020-02-12 08,IndusInd Bank,TRUE,1
1,1,medlife_prod,CARD,TPSL,,2020-02-12 08,IndusInd Bank,FALSE,0
1,1,zivame,CARD,IPG,,2020-02-12 19,IndusInd Bank,FALSE,0
3,3,urbanclap,CARD,PAYTM,,2020-02-13 05,IndusInd Bank,FALSE,0
2,2,purplle.com,CARD,PAYTM,,2020-02-13 06,IndusInd Bank,FALSE,0
3,2,medlife_prod,CARD,TPSL,,2020-02-13 06,IndusInd Bank,TRUE,0.333333333
1,1,countrydelight,CARD,PAYU,,2020-02-13 19,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,RAZORPAY,,2020-02-13 04,IndusInd Bank,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-13 13,IndusInd Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-13 14,IndusInd Bank,FALSE,0
3,2,zivame,CARD,HDFC,,2020-02-13 16,IndusInd Bank,TRUE,0.333333333
1,1,countrydelight,CARD,PAYU,,2020-02-12 11,IndusInd Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-12 18,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 13,IndusInd Bank,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-14 12,IndusInd Bank,FALSE,0
1,0,medlife_prod,CARD,TPSL,,2020-02-14 12,IndusInd Bank,TRUE,1
1,0,drivezy,CARD,RAZORPAY,,2020-02-14 23,IndusInd Bank,TRUE,1
1,0,zivame,CARD,HDFC,,2020-02-12 03,IndusInd Bank,TRUE,1
4,4,urbanclap,CARD,PAYTM,,2020-02-12 15,IndusInd Bank,FALSE,0
2,1,pharmeasytech,CARD,PAYU,,2020-02-13 15,IndusInd Bank,TRUE,0.5
1,0,purplle.com,CARD,PAYTM,,2020-02-14 08,IndusInd Bank,TRUE,1
1,1,urbanclap,CARD,PAYU,,2020-02-14 17,IndusInd Bank,FALSE,0
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 10,IndusInd Bank,FALSE,0
5,4,medlife_prod,CARD,TPSL,,2020-02-13 08,IndusInd Bank,TRUE,0.2
3,3,pharmeasytech,CARD,PAYU,,2020-02-13 16,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,RAZORPAY,,2020-02-13 16,IndusInd Bank,FALSE,0
2,1,pharmeasytech,CARD,PAYU,,2020-02-13 09,IndusInd Bank,TRUE,0.5
2,2,medlife_prod,CARD,TPSL,,2020-02-13 12,IndusInd Bank,FALSE,0
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 22,IndusInd Bank,FALSE,0
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 08,IndusInd Bank,TRUE,1
1,1,countrydelight,CARD,PAYU,,2020-02-12 12,IndusInd Bank,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-12 13,IndusInd Bank,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-13 00,IndusInd Bank,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-12 03,IndusInd Bank,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-12 06,IndusInd Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-12 07,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 14,IndusInd Bank,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 05,IndusInd Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-14 17,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 20,IndusInd Bank,FALSE,0
1,1,zivame,CARD,RAZORPAY,,2020-02-12 05,IndusInd Bank,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 12,IndusInd Bank,FALSE,0
6,5,pharmeasytech,CARD,PAYU,,2020-02-14 11,IndusInd Bank,TRUE,0.166666667
2,2,medlife_prod,CARD,TPSL,,2020-02-14 06,IndusInd Bank,FALSE,0
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 11,IndusInd Bank,FALSE,0
2,2,urbanclap,CARD,PAYTM,,2020-02-14 09,IndusInd Bank,FALSE,0
5,5,pharmeasytech,CARD,PAYU,,2020-02-14 07,IndusInd Bank,FALSE,0
1,1,urbanclap,CARD,PAYU,,2020-02-14 12,IndusInd Bank,FALSE,0
6,4,medlife_prod,CARD,TPSL,,2020-02-14 03,IndusInd Bank,TRUE,0.333333333
2,1,pharmeasytech,CARD,PAYU,,2020-02-14 19,IndusInd Bank,TRUE,0.5
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 22,IndusInd Bank,FALSE,0
3,2,zivame,CARD,HDFC,,2020-02-12 10,IndusInd Bank,TRUE,0.333333333
3,3,medlife_prod,CARD,TPSL,,2020-02-12 07,IndusInd Bank,FALSE,0
7,6,urbanclap,CARD,PAYTM,,2020-02-12 07,IndusInd Bank,TRUE,0.142857143
8,5,pharmeasytech,CARD,PAYU,,2020-02-12 04,IndusInd Bank,TRUE,0.375
1,1,urbanclap,CARD,PAYTM,,2020-02-12 04,IndusInd Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-12 09,IndusInd Bank,FALSE,0
6,2,urbanclap,CARD,PAYTM,,2020-02-12 08,IndusInd Bank,TRUE,0.666666667
4,3,zivame,CARD,HDFC,,2020-02-14 05,IndusInd Bank,TRUE,0.25
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 02,IndusInd Bank,FALSE,0
4,4,urbanclap,CARD,PAYTM,,2020-02-14 10,IndusInd Bank,FALSE,0
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 08,IndusInd Bank,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-14 06,IndusInd Bank,FALSE,0
3,3,pharmeasytech,CARD,PAYU,,2020-02-14 12,IndusInd Bank,FALSE,0
5,5,fanfight,CARD,RAZORPAY,,2020-02-14 13,IndusInd Bank,FALSE,0
2,2,zivame,CARD,HDFC,,2020-02-14 07,IndusInd Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-14 09,IndusInd Bank,FALSE,0
3,2,medlife_prod,CARD,TPSL,,2020-02-14 11,IndusInd Bank,TRUE,0.333333333
2,2,urbanclap,CARD,PAYTM,,2020-02-13 08,IndusInd Bank,FALSE,0
5,4,medlife_prod,CARD,TPSL,,2020-02-13 16,IndusInd Bank,TRUE,0.2
1,0,urbanclap,CARD,PAYU,,2020-02-14 04,IndusInd Bank,TRUE,1
2,0,purplle.com,CARD,PAYTM,,2020-02-14 12,IndusInd Bank,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-14 15,IndusInd Bank,FALSE,0
